BatchID,DrugID,Quantity,ExpiryDate,DaysToExpiry,ExpiryRisk,DataSource,DataStatus,OperationalUse
B000459,D0006,108.0,2026-03-30,-164,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000460,D0005,318.0,2027-03-31,202,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000461,D0030,56.0,2027-04-01,203,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000462,D0035,296.0,2027-04-02,204,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000463,D0046,218.0,2026-09-29,19,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000464,D0010,51.0,2026-04-07,-156,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000465,D0011,279.0,2027-04-09,211,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000466,D0016,389.0,2025-10-06,-339,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000467,D0021,426.0,2027-04-10,212,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000468,D0044,50.0,2025-10-07,-338,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000469,D0024,107.0,2026-04-10,-153,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000470,D0027,449.0,2026-10-08,28,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000471,D0037,52.0,2025-10-13,-332,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000472,D0040,50.0,2027-04-17,219,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000473,D0014,50.0,2027-04-17,219,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000474,D0017,50.0,2028-04-17,585,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000475,D0043,455.0,2025-10-15,-330,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000476,D0009,319.0,2026-04-23,-140,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000477,D0039,53.0,2028-04-23,591,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000478,D0008,50.0,2026-10-17,37,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000479,D0042,455.0,2027-04-25,227,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000480,D0033,50.0,2026-04-26,-137,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000481,D0018,426.0,2027-04-28,230,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000482,D0031,50.0,2027-04-29,231,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000483,D0041,53.0,2025-10-27,-318,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000484,D0050,187.0,2026-10-22,42,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000485,D0007,162.0,2028-04-29,597,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000486,D0019,50.0,2026-05-02,-131,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000487,D0045,50.0,2028-05-03,601,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000488,D0038,155.0,2025-11-01,-313,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000489,D0026,50.0,2027-05-06,238,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000490,D0003,137.0,2025-11-04,-310,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000491,D0034,95.0,2026-05-09,-124,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000492,D0029,257.0,2026-05-12,-121,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000493,D0006,108.0,2026-05-12,-121,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000494,D0048,347.0,2027-05-13,245,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000495,D0047,52.0,2028-05-13,611,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000496,D0032,178.0,2028-05-14,612,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000497,D0049,88.0,2027-05-16,248,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000498,D0001,400.0,2026-11-08,59,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000499,D0022,50.0,2025-11-14,-300,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000500,D0021,361.0,2027-05-22,254,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000501,D0011,250.0,2027-05-22,254,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000502,D0035,296.0,2027-05-24,256,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000503,D0016,389.0,2025-11-21,-293,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000504,D0024,107.0,2026-05-25,-108,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000505,D0005,318.0,2027-05-26,258,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000506,D0010,51.0,2026-05-28,-105,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000507,D0046,218.0,2026-11-23,74,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000508,D0027,449.0,2026-11-23,74,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000509,D0030,56.0,2027-06-03,266,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000510,D0042,455.0,2027-06-03,266,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000511,D0017,50.0,2028-06-02,631,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000512,D0009,319.0,2026-06-05,-97,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000513,D0003,137.0,2025-12-05,-279,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000514,D0041,49.0,2025-12-08,-276,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000515,D0039,53.0,2028-06-10,639,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000516,D0043,455.0,2025-12-09,-275,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000517,D0018,426.0,2027-06-14,277,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000518,D0014,50.0,2027-06-16,279,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000519,D0037,52.0,2025-12-14,-270,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000520,D0001,400.0,2026-12-13,94,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000521,D0050,187.0,2026-12-13,94,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000522,D0038,155.0,2025-12-20,-264,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000523,D0049,88.0,2027-06-25,288,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000524,D0007,162.0,2028-06-25,654,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000525,D0048,414.0,2027-06-27,290,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000526,D0006,108.0,2026-06-27,-75,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000527,D0029,257.0,2026-06-28,-74,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000528,D0034,95.0,2026-06-29,-73,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000529,D0047,52.0,2028-06-30,659,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000530,D0008,50.0,2026-12-25,106,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000531,D0021,426.0,2027-07-08,301,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000532,D0032,155.0,2028-07-08,667,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000533,D0005,318.0,2027-07-12,305,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000534,D0033,50.0,2026-07-13,-59,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000535,D0011,279.0,2027-07-13,306,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000536,D0027,379.0,2027-01-08,120,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000537,D0016,317.0,2026-01-14,-239,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000538,D0035,296.0,2027-07-19,312,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000539,D0024,107.0,2026-07-19,-53,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000540,D0022,50.0,2026-01-16,-237,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000541,D0010,51.0,2026-07-21,-51,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000542,D0012,50.0,2027-07-24,317,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000543,D0046,218.0,2027-01-16,128,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000544,D0009,319.0,2026-07-28,-44,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000545,D0003,137.0,2026-01-29,-224,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000546,D0030,56.0,2027-08-03,327,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000547,D0041,53.0,2026-01-30,-223,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000548,D0042,455.0,2027-08-11,335,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000549,D0043,455.0,2026-02-08,-214,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000550,D0017,50.0,2028-08-15,705,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000551,D0037,52.0,2026-02-12,-210,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000552,D0038,155.0,2026-02-13,-209,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000553,D0049,88.0,2027-08-19,343,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000554,D0001,400.0,2027-02-13,156,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000555,D0048,414.0,2027-08-22,346,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000556,D0021,426.0,2027-08-26,350,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000557,D0039,53.0,2028-08-25,715,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000558,D0007,162.0,2028-08-25,715,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000559,D0040,50.0,2027-08-28,352,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000560,D0018,426.0,2027-08-30,354,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000561,D0047,52.0,2028-08-31,721,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000562,D0020,50.0,2027-02-27,170,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000563,D0006,108.0,2026-09-05,-5,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000564,D0016,389.0,2026-03-04,-190,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000565,D0050,187.0,2027-03-01,172,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000566,D0032,178.0,2028-09-07,728,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000567,D0027,449.0,2027-03-04,175,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000568,D0026,50.0,2027-09-11,366,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000569,D0034,78.0,2026-09-11,1,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000570,D0029,257.0,2026-09-12,2,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000571,D0014,43.0,2027-09-15,370,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000572,D0024,107.0,2026-09-23,13,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000573,D0005,318.0,2027-09-25,380,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000574,D0031,50.0,2027-09-27,382,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000575,D0046,218.0,2027-03-27,198,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000576,D0042,455.0,2027-10-03,388,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000577,D0008,50.0,2027-03-29,200,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000578,D0011,279.0,2027-10-09,394,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000579,D0035,296.0,2027-10-09,394,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000580,D0010,51.0,2026-10-12,32,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000581,D0019,50.0,2026-10-13,33,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000582,D0003,137.0,2026-04-12,-151,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000583,D0041,53.0,2026-04-13,-150,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000584,D0030,56.0,2027-10-17,402,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000585,D0009,319.0,2026-10-18,38,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000586,D0043,455.0,2026-04-20,-143,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000587,D0017,50.0,2028-10-24,775,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000588,D0038,155.0,2026-04-28,-135,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000589,D0044,50.0,2026-04-29,-134,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000590,D0049,88.0,2027-10-31,416,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000591,D0021,381.0,2027-11-02,418,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000592,D0001,400.0,2027-04-27,229,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000593,D0033,50.0,2026-11-04,55,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000594,D0048,414.0,2027-11-10,426,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000595,D0018,426.0,2027-11-11,427,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000596,D0027,449.0,2027-05-05,237,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000597,D0037,52.0,2026-05-13,-120,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000598,D0006,108.0,2026-11-16,67,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000599,D0029,257.0,2026-11-18,69,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000600,D0007,162.0,2028-11-18,800,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000601,D0039,53.0,2028-11-18,800,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000602,D0016,389.0,2026-05-19,-114,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000603,D0034,95.0,2026-11-25,76,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000604,D0050,187.0,2027-05-21,253,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000605,D0014,50.0,2027-11-29,445,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000606,D0047,52.0,2028-11-30,812,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000607,D0024,107.0,2026-12-05,86,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000608,D0009,319.0,2026-12-06,87,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000609,D0042,455.0,2027-12-06,452,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000610,D0032,178.0,2028-12-08,820,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000611,D0022,43.0,2026-06-09,-93,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000612,D0041,53.0,2026-06-13,-89,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000613,D0005,318.0,2027-12-16,462,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000614,D0011,279.0,2027-12-18,464,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000615,D0010,51.0,2026-12-22,103,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000616,D0043,455.0,2026-06-20,-82,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000617,D0035,296.0,2027-12-23,469,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000618,D0003,137.0,2026-06-22,-80,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000619,D0046,218.0,2027-06-18,281,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000620,D0021,426.0,2027-12-26,472,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000621,D0001,400.0,2027-06-22,285,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000622,D0030,56.0,2027-12-31,477,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000623,D0017,50.0,2028-12-30,842,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000624,D0045,50.0,2029-01-01,844,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000625,D0008,50.0,2027-06-27,290,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000626,D0038,155.0,2026-07-09,-63,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000627,D0049,88.0,2028-01-11,488,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000628,D0029,257.0,2027-01-14,126,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000629,D0037,52.0,2026-07-15,-57,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000630,D0027,449.0,2027-07-12,305,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000631,D0048,389.0,2028-01-20,497,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000632,D0026,50.0,2028-01-20,497,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000633,D0018,426.0,2028-01-20,497,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000634,D0006,108.0,2027-01-21,133,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000635,D0050,187.0,2027-07-15,308,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000636,D0016,389.0,2026-07-21,-51,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000637,D0007,162.0,2029-01-21,864,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000638,D0041,53.0,2026-07-28,-44,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000639,D0039,53.0,2029-01-29,872,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000640,D0034,95.0,2027-01-30,142,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000641,D0042,455.0,2028-02-03,511,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000642,D0009,294.0,2027-02-03,146,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000643,D0047,44.0,2029-02-04,878,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000644,D0005,280.0,2028-02-07,515,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000645,D0032,158.0,2029-02-07,881,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000646,D0024,89.0,2027-02-10,153,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000647,D0040,50.0,2028-02-10,518,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000648,D0014,50.0,2028-02-10,518,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000649,D0022,50.0,2026-08-09,-32,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000650,D0046,218.0,2027-08-06,330,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000651,D0031,50.0,2028-02-13,521,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000652,D0033,50.0,2027-02-13,156,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000653,D0003,137.0,2026-08-15,-26,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000654,D0002,50.0,2028-02-16,524,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000655,D0043,455.0,2026-08-16,-25,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000656,D0001,400.0,2027-08-15,339,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000657,D0021,426.0,2028-02-22,530,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000658,D0010,51.0,2027-02-22,165,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000659,D0011,279.0,2028-02-24,532,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000660,D0049,88.0,2028-02-24,532,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000661,D0030,56.0,2028-02-25,533,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000662,D0035,253.0,2028-02-27,535,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000663,D0029,257.0,2027-03-01,172,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000664,D0038,155.0,2026-08-28,-13,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000665,D0017,50.0,2029-03-03,905,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000666,D0027,449.0,2027-08-27,351,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000667,D0048,414.0,2028-03-06,543,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000668,D0024,107.0,2027-03-10,181,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000669,D0006,108.0,2027-03-14,185,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000670,D0018,426.0,2028-03-14,551,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000671,D0016,389.0,2026-09-11,1,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000672,D0037,45.0,2026-09-12,2,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000673,D0047,52.0,2029-03-17,919,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000674,D0025,50.0,2026-09-15,5,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000675,D0008,50.0,2027-09-10,365,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000676,D0039,53.0,2029-03-18,920,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000677,D0007,162.0,2029-03-19,921,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000678,D0041,47.0,2026-09-16,6,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000679,D0050,161.0,2027-09-13,368,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000680,D0009,319.0,2027-03-26,197,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000681,D0012,50.0,2028-03-26,563,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000682,D0005,318.0,2028-03-26,563,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000683,D0034,95.0,2027-03-28,199,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000684,D0042,455.0,2028-03-27,564,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000685,D0043,455.0,2026-09-24,14,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000686,D0021,426.0,2028-03-28,565,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000687,D0003,137.0,2026-09-27,17,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000688,D0001,400.0,2027-09-24,379,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000689,D0019,50.0,2027-04-03,205,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000690,D0035,296.0,2028-04-02,570,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000691,D0011,279.0,2028-04-03,571,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000692,D0032,178.0,2029-04-04,937,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000693,D0049,88.0,2028-04-06,574,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000694,D0029,257.0,2027-04-08,210,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000695,D0046,218.0,2027-10-02,387,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000696,D0017,50.0,2029-04-10,943,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
