ReturnID,Timestamp,SaleID,DrugID,Quantity,Reason,DataSource,DataStatus,NotOperationalEvidence
RET0000408,2025-02-21T18:48:00,SALE00027467,D0006,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000409,2025-02-24T18:40:00,SALE00027585,D0021,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000410,2025-02-26T13:26:00,SALE00027659,D0020,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000411,2025-02-27T10:24:00,SALE00027718,D0043,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000412,2025-03-01T10:22:00,SALE00027783,D0035,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000413,2025-03-02T20:11:00,SALE00027796,D0003,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000414,2025-03-07T14:40:00,SALE00028008,D0041,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000415,2025-03-10T13:04:00,SALE00028116,D0038,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000416,2025-03-13T10:44:00,SALE00028207,D0005,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000417,2025-03-14T19:51:00,SALE00028245,D0005,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000418,2025-03-14T10:13:00,SALE00028269,D0039,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000419,2025-03-15T20:08:00,SALE00028292,D0019,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000420,2025-03-18T15:48:00,SALE00028389,D0008,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000421,2025-03-20T11:50:00,SALE00028462,D0009,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000422,2025-03-20T19:20:00,SALE00028475,D0027,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000423,2025-03-25T10:26:00,SALE00028649,D0014,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000424,2025-04-01T13:07:00,SALE00028910,D0010,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000425,2025-04-18T15:51:00,SALE00029586,D0045,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000426,2025-04-19T21:38:00,SALE00029618,D0046,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000427,2025-04-20T09:45:00,SALE00029623,D0001,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000428,2025-04-21T21:29:00,SALE00029661,D0007,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000429,2025-04-24T13:59:00,SALE00029807,D0047,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000430,2025-05-01T10:25:00,SALE00030066,D0035,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000431,2025-05-02T12:09:00,SALE00030082,D0006,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000432,2025-05-05T13:05:00,SALE00030204,D0022,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000433,2025-05-06T19:09:00,SALE00030225,D0001,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000434,2025-05-06T19:50:00,SALE00030254,D0041,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000435,2025-05-09T15:29:00,SALE00030340,D0010,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000436,2025-05-09T09:49:00,SALE00030342,D0012,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000437,2025-05-12T20:46:00,SALE00030450,D0015,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000438,2025-05-12T18:41:00,SALE00030465,D0035,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000439,2025-05-15T11:02:00,SALE00030583,D0038,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000440,2025-05-15T13:51:00,SALE00030589,D0046,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000441,2025-05-18T20:45:00,SALE00030671,D0009,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000442,2025-05-18T17:33:00,SALE00030697,D0043,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000443,2025-05-23T20:09:00,SALE00030888,D0047,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000444,2025-05-23T10:21:00,SALE00030889,D0048,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000445,2025-05-24T12:09:00,SALE00030912,D0034,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000446,2025-05-26T13:41:00,SALE00030965,D0007,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000447,2025-05-26T21:50:00,SALE00030984,D0032,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000448,2025-05-27T16:00:00,SALE00031002,D0006,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000449,2025-05-27T17:54:00,SALE00031013,D0022,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000450,2025-05-28T21:45:00,SALE00031052,D0023,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000451,2025-05-31T14:59:00,SALE00031163,D0027,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000452,2025-05-31T20:29:00,SALE00031167,D0033,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000453,2025-05-31T18:59:00,SALE00031177,D0048,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000454,2025-06-02T21:04:00,SALE00031219,D0006,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000455,2025-06-06T17:32:00,SALE00031377,D0010,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000456,2025-06-07T11:52:00,SALE00031425,D0021,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000457,2025-06-07T20:50:00,SALE00031428,D0027,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000458,2025-06-08T12:01:00,SALE00031448,D0001,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000459,2025-06-10T18:17:00,SALE00031525,D0005,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000460,2025-06-13T13:46:00,SALE00031653,D0034,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000461,2025-06-14T20:49:00,SALE00031667,D0001,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000462,2025-06-15T13:45:00,SALE00031717,D0029,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000463,2025-06-18T10:50:00,SALE00031819,D0016,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000464,2025-06-18T18:49:00,SALE00031826,D0024,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000465,2025-06-22T21:39:00,SALE00031955,D0007,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000466,2025-06-22T19:29:00,SALE00031972,D0041,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000467,2025-06-23T12:05:00,SALE00032006,D0035,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000468,2025-06-30T10:22:00,SALE00032258,D0039,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000469,2025-06-30T20:51:00,SALE00032263,D0046,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000470,2025-07-01T18:43:00,SALE00032289,D0033,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000471,2025-07-02T20:03:00,SALE00032331,D0040,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000472,2025-07-04T08:05:00,SALE00032395,D0038,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000473,2025-07-06T19:43:00,SALE00032454,D0029,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000474,2025-07-07T12:34:00,SALE00032472,D0007,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000475,2025-07-07T17:28:00,SALE00032479,D0021,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000476,2025-07-07T09:25:00,SALE00032483,D0027,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000477,2025-07-08T15:14:00,SALE00032517,D0029,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000478,2025-07-09T09:55:00,SALE00032542,D0011,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000479,2025-07-10T19:38:00,SALE00032578,D0012,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000480,2025-07-12T10:03:00,SALE00032658,D0029,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000481,2025-07-14T19:39:00,SALE00032726,D0024,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000482,2025-07-14T20:53:00,SALE00032740,D0046,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000483,2025-07-22T08:16:00,SALE00033000,D0041,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000484,2025-07-26T11:41:00,SALE00033112,D0005,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000485,2025-07-27T16:18:00,SALE00033141,D0003,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000486,2025-07-27T21:14:00,SALE00033153,D0024,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000487,2025-07-27T17:48:00,SALE00033155,D0029,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000488,2025-08-05T20:58:00,SALE00033450,D0028,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000489,2025-08-07T09:01:00,SALE00033520,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000490,2025-08-10T13:43:00,SALE00033599,D0017,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000491,2025-08-13T09:37:00,SALE00033695,D0009,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000492,2025-08-14T18:36:00,SALE00033746,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000493,2025-08-17T10:22:00,SALE00033823,D0005,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000494,2025-08-17T09:18:00,SALE00033826,D0009,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000495,2025-08-18T20:06:00,SALE00033865,D0021,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000496,2025-08-21T17:07:00,SALE00033977,D0036,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000497,2025-08-24T19:22:00,SALE00034055,D0007,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000498,2025-08-24T13:42:00,SALE00034067,D0027,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000499,2025-08-25T19:47:00,SALE00034094,D0021,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000500,2025-08-27T12:27:00,SALE00034177,D0043,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000501,2025-08-30T09:29:00,SALE00034255,D0009,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000502,2025-08-30T08:10:00,SALE00034275,D0048,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000503,2025-09-01T15:47:00,SALE00034313,D0005,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000504,2025-09-05T13:04:00,SALE00034465,D0032,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000505,2025-09-07T14:39:00,SALE00034539,D0050,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000506,2025-09-09T09:47:00,SALE00034597,D0041,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000507,2025-09-12T14:08:00,SALE00034675,D0006,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000508,2025-09-12T20:55:00,SALE00034691,D0032,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000509,2025-09-12T09:35:00,SALE00034700,D0043,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000510,2025-09-13T08:02:00,SALE00034725,D0035,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000511,2025-09-19T12:08:00,SALE00034936,D0042,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000512,2025-09-20T21:14:00,SALE00034943,D0001,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000513,2025-09-20T20:54:00,SALE00034965,D0039,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000514,2025-09-22T19:17:00,SALE00035035,D0050,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000515,2025-09-23T19:43:00,SALE00035055,D0030,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000516,2025-09-24T09:52:00,SALE00035072,D0004,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000517,2025-09-28T14:26:00,SALE00035222,D0047,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000518,2025-09-29T10:29:00,SALE00035226,D0001,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000519,2025-09-29T11:18:00,SALE00035236,D0014,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000520,2025-10-02T11:34:00,SALE00035328,D0003,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000521,2025-10-02T09:27:00,SALE00035351,D0035,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000522,2025-10-07T19:12:00,SALE00035498,D0024,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000523,2025-10-09T20:07:00,SALE00035555,D0009,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000524,2025-10-10T21:15:00,SALE00035588,D0007,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000525,2025-10-10T20:48:00,SALE00035590,D0010,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000526,2025-10-11T11:09:00,SALE00035638,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000527,2025-10-12T11:05:00,SALE00035652,D0010,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000528,2025-10-14T14:58:00,SALE00035738,D0042,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000529,2025-10-15T11:40:00,SALE00035751,D0011,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000530,2025-10-16T11:54:00,SALE00035781,D0009,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000531,2025-10-16T19:43:00,SALE00035784,D0015,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000532,2025-10-18T10:17:00,SALE00035860,D0024,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000533,2025-10-18T18:03:00,SALE00035869,D0043,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000534,2025-10-27T11:23:00,SALE00036142,D0012,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000535,2025-10-29T16:57:00,SALE00036205,D0008,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000536,2025-10-29T11:49:00,SALE00036217,D0030,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000537,2025-10-30T19:33:00,SALE00036265,D0046,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000538,2025-10-31T19:45:00,SALE00036278,D0016,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000539,2025-10-31T08:04:00,SALE00036281,D0021,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000540,2025-10-31T20:05:00,SALE00036282,D0023,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000541,2025-11-06T17:27:00,SALE00036478,D0029,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000542,2025-11-08T13:43:00,SALE00036554,D0043,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000543,2025-11-09T08:51:00,SALE00036595,D0049,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000544,2025-11-11T21:35:00,SALE00036649,D0037,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000545,2025-11-12T20:25:00,SALE00036671,D0021,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000546,2025-11-13T15:44:00,SALE00036690,D0001,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000547,2025-11-14T09:33:00,SALE00036737,D0027,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000548,2025-11-14T19:14:00,SALE00036744,D0035,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000549,2025-11-16T20:46:00,SALE00036791,D0009,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000550,2025-11-19T09:53:00,SALE00036888,D0005,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000551,2025-11-20T18:58:00,SALE00036946,D0043,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000552,2025-11-23T17:39:00,SALE00037048,D0047,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000553,2025-11-25T18:01:00,SALE00037110,D0045,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000554,2025-11-26T14:00:00,SALE00037136,D0030,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000555,2025-12-01T16:58:00,SALE00037291,D0006,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000556,2025-12-01T13:56:00,SALE00037304,D0030,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000557,2025-12-01T19:38:00,SALE00037314,D0046,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000558,2025-12-03T21:44:00,SALE00037372,D0034,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000559,2025-12-04T17:50:00,SALE00037411,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000560,2025-12-05T21:28:00,SALE00037434,D0022,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000561,2025-12-07T12:10:00,SALE00037510,D0038,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000562,2025-12-10T12:20:00,SALE00037608,D0018,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000563,2025-12-11T19:37:00,SALE00037658,D0046,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000564,2025-12-12T09:42:00,SALE00037687,D0037,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000565,2025-12-12T19:29:00,SALE00037694,D0048,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000566,2025-12-13T19:04:00,SALE00037708,D0018,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000567,2025-12-15T12:09:00,SALE00037770,D0009,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000568,2025-12-16T08:10:00,SALE00037818,D0028,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000569,2025-12-19T12:27:00,SALE00037923,D0015,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000570,2025-12-21T08:08:00,SALE00037982,D0003,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000571,2025-12-22T08:03:00,SALE00038038,D0042,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000572,2025-12-24T09:15:00,SALE00038115,D0045,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000573,2025-12-31T11:49:00,SALE00038368,D0049,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000574,2026-01-03T16:34:00,SALE00038467,D0039,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000575,2026-01-04T13:52:00,SALE00038491,D0021,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000576,2026-01-04T18:36:00,SALE00038498,D0034,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000577,2026-01-04T13:13:00,SALE00038501,D0038,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000578,2026-01-05T13:06:00,SALE00038540,D0045,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000579,2026-01-06T19:00:00,SALE00038567,D0031,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000580,2026-01-07T12:47:00,SALE00038608,D0035,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000581,2026-01-08T13:28:00,SALE00038620,D0003,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000582,2026-01-08T19:59:00,SALE00038633,D0021,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000583,2026-01-09T10:12:00,SALE00038656,D0007,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000584,2026-01-09T08:42:00,SALE00038680,D0046,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000585,2026-01-10T10:23:00,SALE00038697,D0018,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000586,2026-01-11T20:30:00,SALE00038752,D0043,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000587,2026-01-13T14:25:00,SALE00038799,D0005,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000588,2026-01-15T14:04:00,SALE00038892,D0043,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000589,2026-01-17T21:35:00,SALE00038947,D0016,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000590,2026-01-20T13:28:00,SALE00039056,D0015,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000591,2026-01-21T16:28:00,SALE00039097,D0024,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000592,2026-01-22T10:27:00,SALE00039124,D0008,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000593,2026-01-30T08:56:00,SALE00039400,D0006,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000594,2026-01-31T11:27:00,SALE00039454,D0028,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000595,2026-02-01T19:42:00,SALE00039474,D0005,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000596,2026-02-01T12:29:00,SALE00039490,D0029,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000597,2026-02-05T11:44:00,SALE00039618,D0006,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000598,2026-02-05T21:40:00,SALE00039624,D0012,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000599,2026-02-05T19:30:00,SALE00039643,D0038,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000600,2026-02-07T21:03:00,SALE00039697,D0007,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000601,2026-02-08T09:41:00,SALE00039747,D0033,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000602,2026-02-08T18:26:00,SALE00039758,D0045,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000603,2026-02-09T09:32:00,SALE00039791,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000604,2026-02-11T14:02:00,SALE00039863,D0041,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000605,2026-02-12T19:05:00,SALE00039903,D0042,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000606,2026-02-13T10:51:00,SALE00039931,D0034,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000607,2026-02-14T11:59:00,SALE00039974,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000608,2026-02-16T17:47:00,SALE00040023,D0005,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000609,2026-02-17T16:09:00,SALE00040063,D0010,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000610,2026-02-25T15:15:00,SALE00040386,D0041,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000611,2026-02-27T14:43:00,SALE00040441,D0010,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
