MovementID,Timestamp,DrugID,BatchID,MovementType,Quantity,ReferenceID,DataSource,DataStatus,NotOperationalEvidence
M000031760,2025-06-04T09:32:00,D0011,B000501,SALE,-5,SALE00031299,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031761,2025-06-04T15:02:00,D0014,B000473,SALE,-1,SALE00031300,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031762,2025-06-04T15:42:00,D0015,B000015,SALE,-1,SALE00031301,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031763,2025-06-04T13:06:00,D0016,B000503,SALE,-8,SALE00031302,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031764,2025-06-04T21:47:00,D0017,B000511,SALE,-1,SALE00031303,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031765,2025-06-04T21:05:00,D0018,B000481,SALE,-5,SALE00031304,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031766,2025-06-04T10:17:00,D0021,B000500,SALE,-9,SALE00031305,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031767,2025-06-04T08:43:00,D0022,B000499,SALE,-1,SALE00031306,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031768,2025-06-04T16:48:00,D0024,B000504,SALE,-4,SALE00031307,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031769,2025-06-04T16:27:00,D0027,B000508,SALE,-6,SALE00031308,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031770,2025-06-04T15:36:00,D0029,B000492,SALE,-5,SALE00031309,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031771,2025-06-04T09:39:00,D0030,B000509,SALE,-2,SALE00031310,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031772,2025-06-04T10:15:00,D0032,B000496,SALE,-3,SALE00031311,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031773,2025-06-04T14:11:00,D0034,B000491,SALE,-2,SALE00031312,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031774,2025-06-04T13:24:00,D0035,B000502,SALE,-6,SALE00031313,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031775,2025-06-04T12:12:00,D0037,B000471,SALE,-1,SALE00031314,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031776,2025-06-04T13:24:00,D0038,B000488,SALE,-3,SALE00031315,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031777,2025-06-04T17:54:00,D0039,B000477,SALE,-1,SALE00031316,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031778,2025-06-04T12:02:00,D0041,B000483,SALE,-2,SALE00031317,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031779,2025-06-04T10:17:00,D0042,B000510,SALE,-11,SALE00031318,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031780,2025-06-04T20:29:00,D0043,B000475,SALE,-8,SALE00031319,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031781,2025-06-04T19:18:00,D0046,B000507,SALE,-4,SALE00031320,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031782,2025-06-04T12:42:00,D0047,B000495,SALE,-1,SALE00031321,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031783,2025-06-04T12:45:00,D0048,B000494,SALE,-9,SALE00031322,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031784,2025-06-04T16:35:00,D0049,B000497,SALE,-2,SALE00031323,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031785,2025-06-04T14:53:00,D0050,B000484,SALE,-3,SALE00031324,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031786,2025-06-05,D0009,B000512,PURCHASE_RECEIPT,319,P0000460,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031787,2025-06-05T17:04:00,D0001,B000498,SALE,-7,SALE00031325,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031788,2025-06-05T11:09:00,D0002,B000002,SALE,-1,SALE00031326,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031789,2025-06-05T13:09:00,D0003,B000490,SALE,-2,SALE00031327,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031790,2025-06-05T21:37:00,D0005,B000505,SALE,-7,SALE00031328,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031791,2025-06-05T20:09:00,D0006,B000493,SALE,-2,SALE00031329,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031792,2025-06-05T17:22:00,D0007,B000485,SALE,-2,SALE00031330,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031793,2025-06-05T13:02:00,D0008,B000478,SALE,-1,SALE00031331,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031794,2025-06-05T19:28:00,D0009,B000512,SALE,-5,SALE00031332,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031795,2025-06-05T16:08:00,D0010,B000506,SALE,-1,SALE00031333,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031796,2025-06-05T09:14:00,D0011,B000501,SALE,-5,SALE00031334,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031797,2025-06-05T18:26:00,D0012,B000012,SALE,-1,SALE00031335,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031798,2025-06-05T20:18:00,D0013,B000013,SALE,-1,SALE00031336,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031799,2025-06-05T19:14:00,D0014,B000473,SALE,-1,SALE00031337,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031800,2025-06-05T09:04:00,D0015,B000015,SALE,-1,SALE00031338,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031801,2025-06-05T21:03:00,D0016,B000503,SALE,-6,SALE00031339,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031802,2025-06-05T08:40:00,D0017,B000511,SALE,-1,SALE00031340,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031803,2025-06-05T15:25:00,D0018,B000481,SALE,-5,SALE00031341,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031804,2025-06-05T09:56:00,D0020,B000020,SALE,-1,SALE00031342,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031805,2025-06-05T15:57:00,D0021,B000500,SALE,-10,SALE00031343,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031806,2025-06-05T11:39:00,D0023,B000023,SALE,-1,SALE00031344,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031807,2025-06-05T10:18:00,D0024,B000504,SALE,-2,SALE00031345,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031808,2025-06-05T09:17:00,D0026,B000489,SALE,-1,SALE00031346,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031809,2025-06-05T15:17:00,D0027,B000508,SALE,-6,SALE00031347,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031810,2025-06-05T09:25:00,D0028,B000028,SALE,-1,SALE00031348,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031811,2025-06-05T09:53:00,D0029,B000492,SALE,-5,SALE00031349,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031812,2025-06-05T18:39:00,D0030,B000509,SALE,-1,SALE00031350,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031813,2025-06-05T10:18:00,D0031,B000482,SALE,-1,SALE00031351,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031814,2025-06-05T11:29:00,D0032,B000496,SALE,-3,SALE00031352,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031815,2025-06-05T08:23:00,D0033,B000480,SALE,-1,SALE00031353,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031816,2025-06-05T17:33:00,D0034,B000491,SALE,-2,SALE00031354,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031817,2025-06-05T13:30:00,D0035,B000502,SALE,-5,SALE00031355,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031818,2025-06-05T16:28:00,D0037,B000471,SALE,-1,SALE00031356,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031819,2025-06-05T11:17:00,D0038,B000488,SALE,-4,SALE00031357,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031820,2025-06-05T15:25:00,D0039,B000477,SALE,-1,SALE00031358,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031821,2025-06-05T12:22:00,D0040,B000472,SALE,-1,SALE00031359,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031822,2025-06-05T15:25:00,D0041,B000483,SALE,-1,SALE00031360,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031823,2025-06-05T18:49:00,D0042,B000510,SALE,-16,SALE00031361,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031824,2025-06-05T20:20:00,D0043,B000475,SALE,-9,SALE00031362,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031825,2025-06-05T10:39:00,D0046,B000507,SALE,-6,SALE00031363,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031826,2025-06-05T21:57:00,D0047,B000495,SALE,-1,SALE00031364,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031827,2025-06-05T09:32:00,D0048,B000494,SALE,-9,SALE00031365,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031828,2025-06-05T18:15:00,D0049,B000497,SALE,-1,SALE00031366,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031829,2025-06-05T19:32:00,D0050,B000484,SALE,-3,SALE00031367,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031830,2025-06-06T09:36:00,D0001,B000498,SALE,-9,SALE00031368,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031831,2025-06-06T19:46:00,D0002,B000002,SALE,-1,SALE00031369,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031832,2025-06-06T14:51:00,D0003,B000490,SALE,-4,SALE00031370,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031833,2025-06-06T19:14:00,D0004,B000004,SALE,-1,SALE00031371,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031834,2025-06-06T14:20:00,D0005,B000505,SALE,-4,SALE00031372,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031835,2025-06-06T10:15:00,D0006,B000493,SALE,-2,SALE00031373,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031836,2025-06-06T09:32:00,D0007,B000485,SALE,-3,SALE00031374,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031837,2025-06-06T18:38:00,D0008,B000478,SALE,-1,SALE00031375,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031838,2025-06-06T16:22:00,D0009,B000512,SALE,-6,SALE00031376,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031839,2025-06-06T17:32:00,D0010,B000506,SALE,-1,SALE00031377,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031840,2025-06-06T17:00:00,D0011,B000501,SALE,-4,SALE00031378,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031841,2025-06-06T16:27:00,D0012,B000012,SALE,-1,SALE00031379,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031842,2025-06-06T21:47:00,D0014,B000473,SALE,-1,SALE00031380,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031843,2025-06-06T10:16:00,D0016,B000503,SALE,-7,SALE00031381,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031844,2025-06-06T19:38:00,D0017,B000511,SALE,-1,SALE00031382,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031845,2025-06-06T18:41:00,D0018,B000481,SALE,-9,SALE00031383,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031846,2025-06-06T17:46:00,D0019,B000486,SALE,-1,SALE00031384,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031847,2025-06-06T18:31:00,D0021,B000500,SALE,-8,SALE00031385,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031848,2025-06-06T21:47:00,D0022,B000499,SALE,-1,SALE00031386,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031849,2025-06-06T15:03:00,D0023,B000023,SALE,-1,SALE00031387,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031850,2025-06-06T10:58:00,D0024,B000504,SALE,-3,SALE00031388,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031851,2025-06-06T17:37:00,D0027,B000508,SALE,-8,SALE00031389,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031852,2025-06-06T16:52:00,D0029,B000492,SALE,-4,SALE00031390,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031853,2025-06-06T20:58:00,D0030,B000509,SALE,-1,SALE00031391,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031854,2025-06-06T09:03:00,D0032,B000496,SALE,-4,SALE00031392,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031855,2025-06-06T11:31:00,D0033,B000480,SALE,-1,SALE00031393,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031856,2025-06-06T19:03:00,D0034,B000491,SALE,-2,SALE00031394,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031857,2025-06-06T11:41:00,D0035,B000502,SALE,-6,SALE00031395,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031858,2025-06-06T16:23:00,D0037,B000471,SALE,-1,SALE00031396,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031859,2025-06-06T09:13:00,D0038,B000488,SALE,-4,SALE00031397,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031860,2025-06-06T12:50:00,D0039,B000477,SALE,-1,SALE00031398,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031861,2025-06-06T12:53:00,D0040,B000472,SALE,-1,SALE00031399,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031862,2025-06-06T19:26:00,D0041,B000483,SALE,-1,SALE00031400,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031863,2025-06-06T14:42:00,D0042,B000510,SALE,-14,SALE00031401,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031864,2025-06-06T16:12:00,D0043,B000475,SALE,-5,SALE00031402,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031865,2025-06-06T12:40:00,D0044,B000468,SALE,-1,SALE00031403,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031866,2025-06-06T15:27:00,D0046,B000507,SALE,-4,SALE00031404,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031867,2025-06-06T20:19:00,D0047,B000495,SALE,-1,SALE00031405,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031868,2025-06-06T17:16:00,D0048,B000494,SALE,-5,SALE00031406,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031869,2025-06-06T21:21:00,D0049,B000497,SALE,-1,SALE00031407,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031870,2025-06-06T16:10:00,D0050,B000484,SALE,-3,SALE00031408,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031871,2025-06-07T16:18:00,D0001,B000498,SALE,-6,SALE00031409,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031872,2025-06-07T14:52:00,D0002,B000002,SALE,-1,SALE00031410,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031873,2025-06-07T15:36:00,D0003,B000490,SALE,-2,SALE00031411,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031874,2025-06-07T10:44:00,D0005,B000505,SALE,-6,SALE00031412,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031875,2025-06-07T17:59:00,D0006,B000493,SALE,-2,SALE00031413,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031876,2025-06-07T12:13:00,D0007,B000485,SALE,-2,SALE00031414,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031877,2025-06-07T16:55:00,D0008,B000478,SALE,-1,SALE00031415,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031878,2025-06-07T17:43:00,D0009,B000512,SALE,-4,SALE00031416,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031879,2025-06-07T21:13:00,D0010,B000506,SALE,-1,SALE00031417,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031880,2025-06-07T15:37:00,D0011,B000501,SALE,-5,SALE00031418,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031881,2025-06-07T13:11:00,D0012,B000012,SALE,-1,SALE00031419,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031882,2025-06-07T09:16:00,D0014,B000473,SALE,-1,SALE00031420,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031883,2025-06-07T09:46:00,D0016,B000503,SALE,-8,SALE00031421,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031884,2025-06-07T10:53:00,D0017,B000511,SALE,-1,SALE00031422,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031885,2025-06-07T12:07:00,D0018,B000481,SALE,-6,SALE00031423,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031886,2025-06-07T13:29:00,D0019,B000486,SALE,-1,SALE00031424,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031887,2025-06-07T11:52:00,D0021,B000500,SALE,-9,SALE00031425,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031888,2025-06-07T13:58:00,D0024,B000504,SALE,-2,SALE00031426,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031889,2025-06-07T15:12:00,D0025,B000025,SALE,-1,SALE00031427,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031890,2025-06-07T20:50:00,D0027,B000508,SALE,-11,SALE00031428,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031891,2025-06-07T11:00:00,D0028,B000028,SALE,-1,SALE00031429,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031892,2025-06-07T17:10:00,D0029,B000492,SALE,-5,SALE00031430,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031893,2025-06-07T08:40:00,D0030,B000509,SALE,-1,SALE00031431,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031894,2025-06-07T20:11:00,D0031,B000482,SALE,-1,SALE00031432,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031895,2025-06-07T13:48:00,D0032,B000496,SALE,-3,SALE00031433,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031896,2025-06-07T12:49:00,D0033,B000480,SALE,-1,SALE00031434,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031897,2025-06-07T11:41:00,D0035,B000502,SALE,-3,SALE00031435,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031898,2025-06-07T09:00:00,D0037,B000471,SALE,-1,SALE00031436,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031899,2025-06-07T08:49:00,D0038,B000488,SALE,-3,SALE00031437,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031900,2025-06-07T17:16:00,D0039,B000477,SALE,-1,SALE00031438,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031901,2025-06-07T19:15:00,D0040,B000472,SALE,-1,SALE00031439,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031902,2025-06-07T19:09:00,D0041,B000483,SALE,-1,SALE00031440,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031903,2025-06-07T21:47:00,D0042,B000510,SALE,-9,SALE00031441,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031904,2025-06-07T20:04:00,D0043,B000475,SALE,-5,SALE00031442,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031905,2025-06-07T19:38:00,D0046,B000507,SALE,-3,SALE00031443,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031906,2025-06-07T14:08:00,D0047,B000495,SALE,-1,SALE00031444,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031907,2025-06-07T18:21:00,D0048,B000494,SALE,-4,SALE00031445,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031908,2025-06-07T14:02:00,D0049,B000497,SALE,-2,SALE00031446,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031909,2025-06-07T12:33:00,D0050,B000484,SALE,-2,SALE00031447,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031910,2025-06-08,D0003,B000513,PURCHASE_RECEIPT,137,P0000464,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031911,2025-06-08T12:01:00,D0001,B000498,SALE,-6,SALE00031448,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031912,2025-06-08T20:29:00,D0003,B000513,SALE,-3,SALE00031449,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031913,2025-06-08T15:02:00,D0004,B000004,SALE,-1,SALE00031450,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031914,2025-06-08T21:29:00,D0005,B000505,SALE,-9,SALE00031451,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031915,2025-06-08T19:41:00,D0006,B000493,SALE,-3,SALE00031452,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031916,2025-06-08T13:05:00,D0007,B000485,SALE,-2,SALE00031453,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031917,2025-06-08T15:56:00,D0008,B000478,SALE,-1,SALE00031454,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031918,2025-06-08T11:05:00,D0009,B000512,SALE,-4,SALE00031455,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031919,2025-06-08T11:18:00,D0010,B000506,SALE,-1,SALE00031456,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031920,2025-06-08T08:20:00,D0011,B000501,SALE,-5,SALE00031457,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031921,2025-06-08T21:42:00,D0012,B000012,SALE,-1,SALE00031458,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031922,2025-06-08T15:26:00,D0013,B000013,SALE,-1,SALE00031459,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031923,2025-06-08T15:04:00,D0014,B000473,SALE,-1,SALE00031460,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031924,2025-06-08T20:52:00,D0016,B000503,SALE,-9,SALE00031461,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031925,2025-06-08T10:06:00,D0018,B000481,SALE,-5,SALE00031462,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031926,2025-06-08T15:10:00,D0021,B000500,SALE,-8,SALE00031463,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031927,2025-06-08T11:40:00,D0023,B000023,SALE,-1,SALE00031464,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031928,2025-06-08T18:42:00,D0024,B000504,SALE,-3,SALE00031465,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031929,2025-06-08T20:05:00,D0026,B000489,SALE,-1,SALE00031466,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031930,2025-06-08T14:32:00,D0027,B000508,SALE,-7,SALE00031467,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031931,2025-06-08T21:07:00,D0029,B000492,SALE,-4,SALE00031468,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031932,2025-06-08T14:58:00,D0030,B000509,SALE,-1,SALE00031469,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031933,2025-06-08T18:15:00,D0032,B000496,SALE,-2,SALE00031470,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031934,2025-06-08T11:11:00,D0034,B000491,SALE,-1,SALE00031471,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031935,2025-06-08T12:12:00,D0035,B000502,SALE,-4,SALE00031472,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031936,2025-06-08T19:57:00,D0036,B000036,SALE,-1,SALE00031473,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031937,2025-06-08T16:53:00,D0037,B000471,SALE,-1,SALE00031474,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031938,2025-06-08T17:00:00,D0038,B000488,SALE,-5,SALE00031475,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031939,2025-06-08T09:19:00,D0039,B000477,SALE,-1,SALE00031476,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031940,2025-06-08T12:16:00,D0042,B000510,SALE,-6,SALE00031477,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031941,2025-06-08T09:41:00,D0043,B000475,SALE,-15,SALE00031478,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031942,2025-06-08T20:17:00,D0046,B000507,SALE,-4,SALE00031479,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031943,2025-06-08T14:12:00,D0047,B000495,SALE,-1,SALE00031480,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031944,2025-06-08T20:03:00,D0048,B000494,SALE,-10,SALE00031481,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031945,2025-06-08T14:14:00,D0049,B000497,SALE,-4,SALE00031482,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031946,2025-06-08T21:02:00,D0050,B000484,SALE,-1,SALE00031483,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031947,2025-06-09T18:34:00,D0001,B000498,SALE,-5,SALE00031484,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031948,2025-06-09T17:18:00,D0003,B000513,SALE,-3,SALE00031485,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031949,2025-06-09T21:56:00,D0004,B000004,SALE,-1,SALE00031486,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031950,2025-06-09T17:33:00,D0005,B000505,SALE,-9,SALE00031487,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031951,2025-06-09T08:21:00,D0006,B000493,SALE,-1,SALE00031488,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031952,2025-06-09T13:10:00,D0007,B000485,SALE,-4,SALE00031489,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031953,2025-06-09T15:21:00,D0009,B000512,SALE,-12,SALE00031490,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031954,2025-06-09T16:22:00,D0010,B000506,SALE,-1,SALE00031491,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031955,2025-06-09T16:19:00,D0011,B000501,SALE,-4,SALE00031492,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031956,2025-06-09T10:37:00,D0016,B000503,SALE,-8,SALE00031493,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031957,2025-06-09T09:53:00,D0017,B000511,SALE,-1,SALE00031494,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031958,2025-06-09T13:50:00,D0018,B000481,SALE,-8,SALE00031495,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031959,2025-06-09T11:47:00,D0019,B000486,SALE,-1,SALE00031496,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031960,2025-06-09T21:16:00,D0021,B000500,SALE,-6,SALE00031497,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000031961,2025-06-09T09:17:00,D0022,B000499,SALE,-1,SALE00031498,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
