PurchaseID,OrderDate,DrugID,SupplierID,OrderQuantity,UnitCost,TotalCost,DataSource,DataStatus,NotOperationalEvidence
P0000472,2025-06-18,D0048,S010,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000473,2025-06-19,D0007,S008,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000474,2025-06-19,D0050,S005,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000475,2025-06-20,D0049,S003,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000476,2025-06-21,D0021,S006,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000477,2025-06-21,D0047,S003,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000478,2025-06-23,D0008,S010,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000479,2025-06-24,D0029,S009,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000480,2025-06-25,D0006,S005,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000481,2025-06-27,D0034,S005,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000482,2025-07-01,D0032,S004,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000483,2025-07-02,D0033,S010,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000484,2025-07-08,D0027,S004,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000485,2025-07-09,D0005,S008,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000486,2025-07-10,D0022,S001,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000487,2025-07-10,D0035,S004,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000488,2025-07-11,D0011,S007,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000489,2025-07-11,D0016,S009,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000490,2025-07-13,D0024,S005,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000491,2025-07-14,D0046,S010,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000492,2025-07-19,D0010,S007,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000493,2025-07-21,D0009,S009,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000494,2025-07-21,D0030,S005,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000495,2025-07-22,D0012,S007,50,22.78,1139.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000496,2025-07-22,D0042,S006,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000497,2025-07-25,D0003,S004,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000498,2025-07-26,D0041,S002,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000499,2025-08-05,D0043,S003,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000500,2025-08-08,D0017,S004,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000501,2025-08-11,D0038,S001,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000502,2025-08-14,D0037,S007,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000503,2025-08-16,D0001,S009,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000504,2025-08-16,D0049,S008,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000505,2025-08-17,D0018,S006,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000506,2025-08-19,D0021,S005,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000507,2025-08-19,D0039,S003,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000508,2025-08-20,D0040,S004,50,39.04,1952.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000509,2025-08-20,D0048,S005,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000510,2025-08-23,D0007,S005,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000511,2025-08-24,D0020,S010,50,78.31,3915.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000512,2025-08-25,D0029,S006,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000513,2025-08-27,D0050,S010,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000514,2025-08-29,D0027,S010,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000515,2025-08-29,D0047,S007,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000516,2025-08-31,D0006,S009,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000517,2025-09-01,D0026,S001,50,69.33,3466.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000518,2025-09-03,D0016,S008,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000519,2025-09-05,D0014,S010,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000520,2025-09-06,D0032,S009,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000521,2025-09-07,D0034,S009,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000522,2025-09-14,D0024,S004,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000523,2025-09-23,D0005,S008,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000524,2025-09-25,D0008,S001,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000525,2025-09-25,D0031,S008,50,59.64,2982.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000526,2025-09-25,D0046,S002,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000527,2025-09-26,D0011,S002,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000528,2025-09-26,D0042,S005,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000529,2025-09-27,D0035,S002,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000530,2025-09-28,D0009,S006,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000531,2025-10-01,D0010,S001,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000532,2025-10-02,D0019,S002,50,69.43,3471.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000533,2025-10-03,D0003,S010,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000534,2025-10-06,D0030,S001,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000535,2025-10-13,D0041,S008,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000536,2025-10-14,D0017,S001,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000537,2025-10-14,D0043,S010,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000538,2025-10-21,D0044,S004,50,44.28,2214.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000539,2025-10-25,D0033,S002,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000540,2025-10-25,D0049,S009,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000541,2025-10-27,D0001,S005,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000542,2025-10-28,D0038,S009,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000543,2025-10-31,D0021,S009,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000544,2025-11-02,D0048,S003,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000545,2025-11-04,D0018,S004,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000546,2025-11-05,D0037,S002,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000547,2025-11-06,D0029,S004,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000548,2025-11-08,D0027,S009,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000549,2025-11-09,D0007,S010,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000550,2025-11-13,D0034,S001,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000551,2025-11-13,D0039,S007,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000552,2025-11-14,D0006,S005,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000553,2025-11-14,D0050,S002,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000554,2025-11-16,D0016,S009,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000555,2025-11-23,D0047,S002,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000556,2025-11-24,D0022,S006,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000557,2025-11-27,D0014,S007,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000558,2025-12-01,D0024,S008,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000559,2025-12-01,D0032,S004,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000560,2025-12-04,D0009,S005,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000561,2025-12-04,D0042,S007,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000562,2025-12-07,D0041,S005,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000563,2025-12-09,D0005,S009,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000564,2025-12-10,D0003,S002,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000565,2025-12-10,D0011,S003,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000566,2025-12-13,D0046,S001,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000567,2025-12-16,D0010,S006,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000568,2025-12-16,D0035,S003,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000569,2025-12-18,D0043,S007,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000570,2025-12-21,D0030,S003,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000571,2025-12-22,D0001,S004,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000572,2025-12-24,D0021,S005,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000573,2025-12-24,D0045,S001,50,45.28,2264.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000574,2025-12-25,D0017,S006,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000575,2026-01-01,D0008,S005,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000576,2026-01-01,D0049,S001,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000577,2026-01-03,D0038,S003,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000578,2026-01-05,D0029,S004,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000579,2026-01-05,D0048,S004,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000580,2026-01-07,D0027,S001,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000581,2026-01-09,D0026,S004,50,69.33,3466.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000582,2026-01-10,D0018,S009,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000583,2026-01-12,D0006,S001,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000584,2026-01-14,D0037,S008,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000585,2026-01-16,D0016,S009,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000586,2026-01-18,D0007,S007,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000587,2026-01-19,D0039,S004,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000588,2026-01-19,D0050,S005,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000589,2026-01-20,D0034,S002,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000590,2026-01-24,D0047,S004,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000591,2026-01-26,D0042,S004,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000592,2026-01-27,D0024,S002,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000593,2026-01-27,D0041,S005,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000594,2026-01-28,D0009,S005,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000595,2026-02-01,D0031,S010,50,59.64,2982.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000596,2026-02-02,D0033,S010,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000597,2026-02-02,D0040,S004,50,39.04,1952.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000598,2026-02-03,D0014,S003,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000599,2026-02-04,D0032,S009,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000600,2026-02-05,D0005,S007,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000601,2026-02-06,D0003,S010,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000602,2026-02-07,D0011,S001,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000603,2026-02-07,D0043,S010,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000604,2026-02-08,D0022,S007,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000605,2026-02-09,D0046,S007,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000606,2026-02-10,D0002,S009,50,56.96,2848.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000607,2026-02-11,D0001,S002,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000608,2026-02-13,D0021,S010,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000609,2026-02-14,D0030,S001,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000610,2026-02-15,D0010,S009,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000611,2026-02-16,D0035,S010,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000612,2026-02-18,D0017,S002,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000613,2026-02-21,D0029,S004,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000614,2026-02-22,D0049,S005,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000615,2026-02-23,D0038,S001,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000616,2026-02-24,D0027,S002,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000617,2026-02-24,D0048,S010,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000618,2026-03-03,D0018,S010,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000619,2026-03-05,D0012,S006,50,22.78,1139.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000620,2026-03-06,D0016,S001,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000621,2026-03-07,D0024,S007,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000622,2026-03-08,D0006,S001,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000623,2026-03-08,D0007,S006,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000624,2026-03-08,D0041,S004,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000625,2026-03-11,D0047,S004,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000626,2026-03-12,D0025,S004,50,2.68,134.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000627,2026-03-12,D0037,S008,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000628,2026-03-13,D0050,S006,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000629,2026-03-14,D0008,S004,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000630,2026-03-14,D0009,S001,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000631,2026-03-16,D0034,S001,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000632,2026-03-16,D0039,S007,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000633,2026-03-18,D0042,S010,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000634,2026-03-22,D0003,S003,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000635,2026-03-23,D0001,S003,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000636,2026-03-23,D0019,S005,50,69.43,3471.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000637,2026-03-23,D0043,S005,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000638,2026-03-25,D0005,S009,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000639,2026-03-25,D0032,S010,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000640,2026-03-27,D0021,S007,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000641,2026-03-28,D0011,S001,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000642,2026-03-31,D0046,S003,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000643,2026-04-01,D0035,S009,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000644,2026-04-02,D0029,S002,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000645,2026-04-05,D0049,S005,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000646,2026-04-06,D0017,S006,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000647,2026-04-10,D0014,S007,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000648,2026-04-10,D0026,S008,50,69.33,3466.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000649,2026-04-10,D0027,S001,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000650,2026-04-12,D0038,S006,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000651,2026-04-14,D0030,S004,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000652,2026-04-14,D0048,S009,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000653,2026-04-15,D0010,S004,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000654,2026-04-17,D0041,S002,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000655,2026-04-19,D0024,S001,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000656,2026-04-20,D0028,S003,50,38.95,1947.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000657,2026-04-22,D0033,S008,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000658,2026-04-23,D0016,S003,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000659,2026-04-24,D0006,S005,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000660,2026-04-26,D0007,S003,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000661,2026-04-26,D0009,S004,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000662,2026-04-26,D0022,S006,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000663,2026-04-26,D0042,S008,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000664,2026-04-26,D0050,S003,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000665,2026-04-29,D0018,S008,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000666,2026-04-29,D0037,S001,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000667,2026-04-30,D0001,S010,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000668,2026-05-02,D0034,S002,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000669,2026-05-02,D0039,S008,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000670,2026-05-02,D0044,S004,50,44.28,2214.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000671,2026-05-02,D0047,S002,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000672,2026-05-06,D0003,S007,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000673,2026-05-08,D0021,S010,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000674,2026-05-08,D0043,S008,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000675,2026-05-09,D0008,S009,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000676,2026-05-15,D0005,S006,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000677,2026-05-15,D0029,S003,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000678,2026-05-15,D0032,S001,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000679,2026-05-16,D0011,S007,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000680,2026-05-16,D0046,S004,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000681,2026-05-19,D0049,S005,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000682,2026-05-21,D0035,S006,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000683,2026-05-21,D0038,S008,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000684,2026-05-24,D0040,S002,50,39.04,1952.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000685,2026-05-27,D0017,S002,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000686,2026-05-28,D0027,S010,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000687,2026-05-31,D0031,S010,50,59.64,2982.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000688,2026-06-02,D0014,S004,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000689,2026-06-03,D0010,S003,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000690,2026-06-03,D0024,S003,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000691,2026-06-03,D0048,S007,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000692,2026-06-05,D0030,S006,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000693,2026-06-06,D0041,S009,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000694,2026-06-10,D0001,S005,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000695,2026-06-10,D0016,S004,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000696,2026-06-10,D0042,S007,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000697,2026-06-14,D0006,S010,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000698,2026-06-14,D0007,S007,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000699,2026-06-17,D0009,S007,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000700,2026-06-19,D0050,S003,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000701,2026-06-23,D0003,S005,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000702,2026-06-26,D0021,S002,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000703,2026-06-27,D0018,S005,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000704,2026-06-28,D0034,S004,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000705,2026-06-28,D0039,S010,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000706,2026-07-01,D0043,S005,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000707,2026-07-01,D0047,S004,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
