RequestID,Timestamp,DrugID,RequestedQuantity,FulfilledQuantity,UnfulfilledQuantity,DataSource,DataStatus,NotOperationalEvidence
R00028377,2025-03-17,D0042,19,19,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028378,2025-03-17,D0043,16,16,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028379,2025-03-17,D0046,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028380,2025-03-17,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028381,2025-03-17,D0048,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028382,2025-03-17,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028383,2025-03-17,D0050,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028384,2025-03-18,D0001,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028385,2025-03-18,D0003,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028386,2025-03-18,D0005,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028387,2025-03-18,D0006,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028388,2025-03-18,D0007,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028389,2025-03-18,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028390,2025-03-18,D0009,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028391,2025-03-18,D0010,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028392,2025-03-18,D0011,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028393,2025-03-18,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028394,2025-03-18,D0016,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028395,2025-03-18,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028396,2025-03-18,D0018,13,13,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028397,2025-03-18,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028398,2025-03-18,D0021,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028399,2025-03-18,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028400,2025-03-18,D0024,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028401,2025-03-18,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028402,2025-03-18,D0027,16,16,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028403,2025-03-18,D0028,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028404,2025-03-18,D0029,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028405,2025-03-18,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028406,2025-03-18,D0032,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028407,2025-03-18,D0034,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028408,2025-03-18,D0035,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028409,2025-03-18,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028410,2025-03-18,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028411,2025-03-18,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028412,2025-03-18,D0042,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028413,2025-03-18,D0043,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028414,2025-03-18,D0046,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028415,2025-03-18,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028416,2025-03-18,D0048,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028417,2025-03-18,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028418,2025-03-18,D0050,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028419,2025-03-19,D0001,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028420,2025-03-19,D0002,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028421,2025-03-19,D0003,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028422,2025-03-19,D0005,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028423,2025-03-19,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028424,2025-03-19,D0007,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028425,2025-03-19,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028426,2025-03-19,D0009,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028427,2025-03-19,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028428,2025-03-19,D0011,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028429,2025-03-19,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028430,2025-03-19,D0016,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028431,2025-03-19,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028432,2025-03-19,D0018,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028433,2025-03-19,D0021,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028434,2025-03-19,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028435,2025-03-19,D0024,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028436,2025-03-19,D0027,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028437,2025-03-19,D0028,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028438,2025-03-19,D0029,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028439,2025-03-19,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028440,2025-03-19,D0031,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028441,2025-03-19,D0032,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028442,2025-03-19,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028443,2025-03-19,D0035,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028444,2025-03-19,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028445,2025-03-19,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028446,2025-03-19,D0039,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028447,2025-03-19,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028448,2025-03-19,D0042,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028449,2025-03-19,D0043,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028450,2025-03-19,D0044,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028451,2025-03-19,D0046,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028452,2025-03-19,D0048,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028453,2025-03-19,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028454,2025-03-19,D0050,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028455,2025-03-20,D0001,14,14,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028456,2025-03-20,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028457,2025-03-20,D0004,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028458,2025-03-20,D0005,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028459,2025-03-20,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028460,2025-03-20,D0007,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028461,2025-03-20,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028462,2025-03-20,D0009,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028463,2025-03-20,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028464,2025-03-20,D0011,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028465,2025-03-20,D0012,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028466,2025-03-20,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028467,2025-03-20,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028468,2025-03-20,D0016,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028469,2025-03-20,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028470,2025-03-20,D0018,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028471,2025-03-20,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028472,2025-03-20,D0021,13,13,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028473,2025-03-20,D0023,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028474,2025-03-20,D0024,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028475,2025-03-20,D0027,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028476,2025-03-20,D0029,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028477,2025-03-20,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028478,2025-03-20,D0031,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028479,2025-03-20,D0032,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028480,2025-03-20,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028481,2025-03-20,D0034,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028482,2025-03-20,D0035,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028483,2025-03-20,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028484,2025-03-20,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028485,2025-03-20,D0039,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028486,2025-03-20,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028487,2025-03-20,D0042,17,17,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028488,2025-03-20,D0043,15,15,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028489,2025-03-20,D0046,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028490,2025-03-20,D0047,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028491,2025-03-20,D0048,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028492,2025-03-20,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028493,2025-03-20,D0050,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028494,2025-03-21,D0001,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028495,2025-03-21,D0002,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028496,2025-03-21,D0003,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028497,2025-03-21,D0005,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028498,2025-03-21,D0006,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028499,2025-03-21,D0007,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028500,2025-03-21,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028501,2025-03-21,D0009,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028502,2025-03-21,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028503,2025-03-21,D0011,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028504,2025-03-21,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028505,2025-03-21,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028506,2025-03-21,D0016,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028507,2025-03-21,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028508,2025-03-21,D0018,12,12,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028509,2025-03-21,D0021,13,13,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028510,2025-03-21,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028511,2025-03-21,D0024,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028512,2025-03-21,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028513,2025-03-21,D0027,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028514,2025-03-21,D0029,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028515,2025-03-21,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028516,2025-03-21,D0032,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028517,2025-03-21,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028518,2025-03-21,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028519,2025-03-21,D0035,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028520,2025-03-21,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028521,2025-03-21,D0038,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028522,2025-03-21,D0039,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028523,2025-03-21,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028524,2025-03-21,D0042,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028525,2025-03-21,D0043,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028526,2025-03-21,D0046,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028527,2025-03-21,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028528,2025-03-21,D0048,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028529,2025-03-21,D0049,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028530,2025-03-21,D0050,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028531,2025-03-22,D0001,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028532,2025-03-22,D0003,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028533,2025-03-22,D0005,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028534,2025-03-22,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028535,2025-03-22,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028536,2025-03-22,D0009,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028537,2025-03-22,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028538,2025-03-22,D0011,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028539,2025-03-22,D0012,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028540,2025-03-22,D0015,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028541,2025-03-22,D0016,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028542,2025-03-22,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028543,2025-03-22,D0018,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028544,2025-03-22,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028545,2025-03-22,D0021,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028546,2025-03-22,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028547,2025-03-22,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028548,2025-03-22,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028549,2025-03-22,D0027,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028550,2025-03-22,D0029,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028551,2025-03-22,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028552,2025-03-22,D0032,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028553,2025-03-22,D0034,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028554,2025-03-22,D0035,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028555,2025-03-22,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028556,2025-03-22,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028557,2025-03-22,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028558,2025-03-22,D0040,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028559,2025-03-22,D0042,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028560,2025-03-22,D0043,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028561,2025-03-22,D0046,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028562,2025-03-22,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028563,2025-03-22,D0048,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028564,2025-03-22,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028565,2025-03-22,D0050,4,2,2,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028566,2025-03-23,D0001,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028567,2025-03-23,D0003,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028568,2025-03-23,D0005,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028569,2025-03-23,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028570,2025-03-23,D0007,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028571,2025-03-23,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028572,2025-03-23,D0009,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028573,2025-03-23,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028574,2025-03-23,D0011,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028575,2025-03-23,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028576,2025-03-23,D0016,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028577,2025-03-23,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028578,2025-03-23,D0018,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028579,2025-03-23,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028580,2025-03-23,D0021,14,14,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028581,2025-03-23,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028582,2025-03-23,D0024,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028583,2025-03-23,D0027,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028584,2025-03-23,D0029,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028585,2025-03-23,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028586,2025-03-23,D0031,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028587,2025-03-23,D0032,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028588,2025-03-23,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028589,2025-03-23,D0034,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028590,2025-03-23,D0035,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028591,2025-03-23,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028592,2025-03-23,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028593,2025-03-23,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028594,2025-03-23,D0042,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028595,2025-03-23,D0043,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028596,2025-03-23,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028597,2025-03-23,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028598,2025-03-23,D0048,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028599,2025-03-23,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028600,2025-03-23,D0050,3,0,3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028601,2025-03-24,D0001,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028602,2025-03-24,D0003,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028603,2025-03-24,D0005,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028604,2025-03-24,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028605,2025-03-24,D0007,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028606,2025-03-24,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028607,2025-03-24,D0009,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028608,2025-03-24,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028609,2025-03-24,D0011,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028610,2025-03-24,D0014,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028611,2025-03-24,D0015,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028612,2025-03-24,D0016,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028613,2025-03-24,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028614,2025-03-24,D0018,13,13,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028615,2025-03-24,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028616,2025-03-24,D0021,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028617,2025-03-24,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028618,2025-03-24,D0023,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028619,2025-03-24,D0024,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028620,2025-03-24,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028621,2025-03-24,D0027,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028622,2025-03-24,D0028,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028623,2025-03-24,D0029,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028624,2025-03-24,D0030,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028625,2025-03-24,D0032,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028626,2025-03-24,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028627,2025-03-24,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028628,2025-03-24,D0035,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028629,2025-03-24,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028630,2025-03-24,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028631,2025-03-24,D0040,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028632,2025-03-24,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028633,2025-03-24,D0042,16,16,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028634,2025-03-24,D0043,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028635,2025-03-24,D0046,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028636,2025-03-24,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028637,2025-03-24,D0048,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028638,2025-03-24,D0049,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028639,2025-03-24,D0050,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028640,2025-03-25,D0001,12,12,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028641,2025-03-25,D0002,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028642,2025-03-25,D0003,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028643,2025-03-25,D0005,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028644,2025-03-25,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028645,2025-03-25,D0007,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028646,2025-03-25,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028647,2025-03-25,D0009,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028648,2025-03-25,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00028649,2025-03-25,D0011,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
