DeliveryID,PurchaseID,DrugID,SupplierID,OrderDate,DeliveryDate,LeadTimeDays,OrderedQuantity,ReceivedQuantity,OnTime,DataSource,DataStatus,NotOperationalEvidence
DEL0000380,P0000380,D0026,S006,2025-02-08,2025-02-25,17,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000381,P0000381,D0046,S004,2025-02-08,2025-02-22,14,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000382,P0000382,D0010,S009,2025-02-11,2025-02-22,11,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000383,P0000383,D0049,S001,2025-02-12,2025-02-23,11,88,71,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000384,P0000384,D0014,S010,2025-02-13,2025-02-24,11,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000385,P0000385,D0037,S007,2025-02-15,2025-02-17,2,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000386,P0000386,D0016,S003,2025-02-16,2025-02-23,7,389,347,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000387,P0000387,D0022,S010,2025-02-16,2025-02-28,12,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000388,P0000388,D0027,S009,2025-02-16,2025-02-21,5,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000389,P0000389,D0008,S007,2025-02-17,2025-02-20,3,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000390,P0000390,D0017,S005,2025-02-23,2025-03-03,8,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000391,P0000391,D0018,S009,2025-02-27,2025-03-09,10,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000392,P0000392,D0039,S008,2025-02-27,2025-03-03,4,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000393,P0000393,D0043,S004,2025-02-27,2025-03-09,10,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000394,P0000394,D0024,S010,2025-02-28,2025-03-11,11,107,90,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000395,P0000395,D0042,S004,2025-02-28,2025-03-09,9,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000396,P0000396,D0050,S006,2025-03-01,2025-03-24,23,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000397,P0000397,D0009,S001,2025-03-02,2025-03-14,12,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000398,P0000398,D0041,S008,2025-03-04,2025-03-08,4,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000399,P0000399,D0038,S002,2025-03-06,2025-03-13,7,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000400,P0000400,D0032,S006,2025-03-08,2025-03-24,16,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000401,P0000401,D0034,S010,2025-03-09,2025-03-20,11,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000402,P0000402,D0007,S003,2025-03-11,2025-03-19,8,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000403,P0000403,D0003,S009,2025-03-14,2025-03-20,6,137,119,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000404,P0000404,D0047,S007,2025-03-14,2025-03-18,4,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000405,P0000405,D0048,S008,2025-03-16,2025-03-22,6,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000406,P0000406,D0001,S008,2025-03-18,2025-03-22,4,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000407,P0000407,D0006,S004,2025-03-18,2025-03-30,12,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000408,P0000408,D0049,S008,2025-03-20,2025-03-22,2,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000409,P0000409,D0029,S009,2025-03-21,2025-03-29,8,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000410,P0000410,D0035,S010,2025-03-23,2025-04-02,10,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000411,P0000411,D0030,S001,2025-03-24,2025-04-01,8,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000412,P0000412,D0005,S008,2025-03-27,2025-03-31,4,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000413,P0000413,D0021,S001,2025-03-27,2025-04-10,14,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000414,P0000414,D0046,S003,2025-03-29,2025-04-07,9,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000415,P0000415,D0011,S001,2025-03-30,2025-04-09,10,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000416,P0000416,D0016,S010,2025-03-30,2025-04-09,10,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000417,P0000417,D0044,S002,2025-04-03,2025-04-10,7,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000418,P0000418,D0024,S003,2025-04-04,2025-04-10,6,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000419,P0000419,D0010,S003,2025-04-05,2025-04-07,2,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000420,P0000420,D0027,S005,2025-04-05,2025-04-16,11,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000421,P0000421,D0040,S003,2025-04-08,2025-04-17,9,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000422,P0000422,D0037,S009,2025-04-10,2025-04-16,6,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000423,P0000423,D0009,S001,2025-04-13,2025-04-23,10,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000424,P0000424,D0008,S003,2025-04-14,2025-04-25,11,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000425,P0000425,D0042,S010,2025-04-14,2025-04-25,11,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000426,P0000426,D0014,S007,2025-04-15,2025-04-17,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000427,P0000427,D0017,S003,2025-04-15,2025-04-18,3,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000428,P0000428,D0018,S001,2025-04-16,2025-04-28,12,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000429,P0000429,D0033,S004,2025-04-16,2025-04-26,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000430,P0000430,D0043,S007,2025-04-16,2025-04-18,2,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000431,P0000431,D0039,S008,2025-04-18,2025-04-24,6,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000432,P0000432,D0003,S006,2025-04-21,2025-05-08,17,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000433,P0000433,D0041,S009,2025-04-22,2025-04-30,8,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000434,P0000434,D0038,S010,2025-04-23,2025-05-05,12,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000435,P0000435,D0050,S008,2025-04-23,2025-04-30,7,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000436,P0000436,D0045,S010,2025-04-24,2025-05-04,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000437,P0000437,D0019,S003,2025-04-25,2025-05-02,7,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000438,P0000438,D0022,S006,2025-04-25,2025-05-18,23,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000439,P0000439,D0031,S008,2025-04-27,2025-04-29,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000440,P0000440,D0007,S005,2025-04-28,2025-04-30,2,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000441,P0000441,D0001,S006,2025-04-30,2025-05-17,17,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000442,P0000442,D0026,S009,2025-04-30,2025-05-06,6,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000443,P0000443,D0032,S004,2025-05-02,2025-05-15,13,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000444,P0000444,D0034,S001,2025-05-02,2025-05-09,7,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000445,P0000445,D0048,S010,2025-05-03,2025-05-13,10,414,347,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000446,P0000446,D0029,S003,2025-05-04,2025-05-12,8,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000447,P0000447,D0047,S004,2025-05-04,2025-05-14,10,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000448,P0000448,D0006,S003,2025-05-05,2025-05-12,7,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000449,P0000449,D0049,S005,2025-05-05,2025-05-16,11,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000450,P0000450,D0021,S006,2025-05-09,2025-05-22,13,426,361,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000451,P0000451,D0035,S004,2025-05-13,2025-05-24,11,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000452,P0000452,D0005,S006,2025-05-16,2025-05-26,10,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000453,P0000453,D0046,S006,2025-05-18,2025-06-01,14,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000454,P0000454,D0016,S002,2025-05-19,2025-05-25,6,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000455,P0000455,D0027,S006,2025-05-19,2025-06-01,13,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000456,P0000456,D0011,S005,2025-05-20,2025-05-22,2,279,250,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000457,P0000457,D0030,S006,2025-05-20,2025-06-03,14,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000458,P0000458,D0010,S003,2025-05-21,2025-05-28,7,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000459,P0000459,D0024,S007,2025-05-23,2025-05-25,2,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000460,P0000460,D0009,S001,2025-05-29,2025-06-05,7,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000461,P0000461,D0042,S003,2025-05-29,2025-06-03,5,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000462,P0000462,D0017,S008,2025-06-01,2025-06-03,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000463,P0000463,D0037,S006,2025-06-02,2025-06-17,15,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000464,P0000464,D0003,S007,2025-06-04,2025-06-08,4,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000465,P0000465,D0041,S004,2025-06-05,2025-06-11,6,53,49,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000466,P0000466,D0043,S003,2025-06-05,2025-06-12,7,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000467,P0000467,D0014,S002,2025-06-06,2025-06-16,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000468,P0000468,D0039,S007,2025-06-09,2025-06-11,2,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000469,P0000469,D0018,S005,2025-06-12,2025-06-14,2,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000470,P0000470,D0038,S004,2025-06-12,2025-06-23,11,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000471,P0000471,D0001,S002,2025-06-15,2025-06-21,6,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000472,P0000472,D0048,S010,2025-06-18,2025-06-27,9,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000473,P0000473,D0007,S008,2025-06-19,2025-06-26,7,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000474,P0000474,D0050,S005,2025-06-19,2025-06-21,2,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000475,P0000475,D0049,S003,2025-06-20,2025-06-25,5,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000476,P0000476,D0021,S006,2025-06-21,2025-07-08,17,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000477,P0000477,D0047,S003,2025-06-21,2025-07-01,10,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000478,P0000478,D0008,S010,2025-06-23,2025-07-03,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000479,P0000479,D0029,S009,2025-06-24,2025-06-28,4,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000480,P0000480,D0006,S005,2025-06-25,2025-06-27,2,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000481,P0000481,D0034,S005,2025-06-27,2025-06-29,2,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000482,P0000482,D0032,S004,2025-07-01,2025-07-09,8,178,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000483,P0000483,D0033,S010,2025-07-02,2025-07-13,11,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000484,P0000484,D0027,S004,2025-07-08,2025-07-17,9,449,379,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000485,P0000485,D0005,S008,2025-07-09,2025-07-12,3,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000486,P0000486,D0022,S001,2025-07-10,2025-07-20,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000487,P0000487,D0035,S004,2025-07-10,2025-07-19,9,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000488,P0000488,D0011,S007,2025-07-11,2025-07-13,2,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000489,P0000489,D0016,S009,2025-07-11,2025-07-18,7,389,317,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000490,P0000490,D0024,S005,2025-07-13,2025-07-19,6,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000491,P0000491,D0046,S010,2025-07-14,2025-07-25,11,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000492,P0000492,D0010,S007,2025-07-19,2025-07-21,2,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000493,P0000493,D0009,S009,2025-07-21,2025-07-28,7,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000494,P0000494,D0030,S005,2025-07-21,2025-08-03,13,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000495,P0000495,D0012,S007,2025-07-22,2025-07-24,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000496,P0000496,D0042,S006,2025-07-22,2025-08-11,20,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000497,P0000497,D0003,S004,2025-07-25,2025-08-02,8,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000498,P0000498,D0041,S002,2025-07-26,2025-08-03,8,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000499,P0000499,D0043,S003,2025-08-05,2025-08-12,7,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000500,P0000500,D0017,S004,2025-08-08,2025-08-16,8,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000501,P0000501,D0038,S001,2025-08-11,2025-08-17,6,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000502,P0000502,D0037,S007,2025-08-14,2025-08-16,2,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000503,P0000503,D0001,S009,2025-08-16,2025-08-22,6,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000504,P0000504,D0049,S008,2025-08-16,2025-08-19,3,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000505,P0000505,D0018,S006,2025-08-17,2025-08-30,13,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000506,P0000506,D0021,S005,2025-08-19,2025-08-26,7,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000507,P0000507,D0039,S003,2025-08-19,2025-08-26,7,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000508,P0000508,D0040,S004,2025-08-20,2025-08-28,8,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000509,P0000509,D0048,S005,2025-08-20,2025-08-22,2,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000510,P0000510,D0007,S005,2025-08-23,2025-08-26,3,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000511,P0000511,D0020,S010,2025-08-24,2025-09-05,12,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000512,P0000512,D0029,S006,2025-08-25,2025-09-12,18,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000513,P0000513,D0050,S010,2025-08-27,2025-09-07,11,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000514,P0000514,D0027,S010,2025-08-29,2025-09-10,12,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000515,P0000515,D0047,S007,2025-08-29,2025-09-01,3,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000516,P0000516,D0006,S009,2025-08-31,2025-09-05,5,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000517,P0000517,D0026,S001,2025-09-01,2025-09-11,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000518,P0000518,D0016,S008,2025-09-03,2025-09-05,2,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000519,P0000519,D0014,S010,2025-09-05,2025-09-15,10,50,43,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000520,P0000520,D0032,S009,2025-09-06,2025-09-08,2,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000521,P0000521,D0034,S009,2025-09-07,2025-09-11,4,95,78,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000522,P0000522,D0024,S004,2025-09-14,2025-09-23,9,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000523,P0000523,D0005,S008,2025-09-23,2025-09-25,2,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000524,P0000524,D0008,S001,2025-09-25,2025-10-05,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000525,P0000525,D0031,S008,2025-09-25,2025-09-27,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000526,P0000526,D0046,S002,2025-09-25,2025-10-03,8,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000527,P0000527,D0011,S002,2025-09-26,2025-10-09,13,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000528,P0000528,D0042,S005,2025-09-26,2025-10-03,7,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000529,P0000529,D0035,S002,2025-09-27,2025-10-09,12,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000530,P0000530,D0009,S006,2025-09-28,2025-10-18,20,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000531,P0000531,D0010,S001,2025-10-01,2025-10-12,11,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000532,P0000532,D0019,S002,2025-10-02,2025-10-13,11,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000533,P0000533,D0003,S010,2025-10-03,2025-10-14,11,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000534,P0000534,D0030,S001,2025-10-06,2025-10-17,11,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000535,P0000535,D0041,S008,2025-10-13,2025-10-15,2,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000536,P0000536,D0017,S001,2025-10-14,2025-10-25,11,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000537,P0000537,D0043,S010,2025-10-14,2025-10-22,8,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000538,P0000538,D0044,S004,2025-10-21,2025-10-31,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000539,P0000539,D0033,S002,2025-10-25,2025-11-04,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000540,P0000540,D0049,S009,2025-10-25,2025-10-31,6,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000541,P0000541,D0001,S005,2025-10-27,2025-11-03,7,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000542,P0000542,D0038,S009,2025-10-28,2025-10-30,2,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000543,P0000543,D0021,S009,2025-10-31,2025-11-02,2,426,381,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000544,P0000544,D0048,S003,2025-11-02,2025-11-10,8,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000545,P0000545,D0018,S004,2025-11-04,2025-11-11,7,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000546,P0000546,D0037,S002,2025-11-05,2025-11-14,9,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000547,P0000547,D0029,S004,2025-11-06,2025-11-18,12,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000548,P0000548,D0027,S009,2025-11-08,2025-11-11,3,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000549,P0000549,D0007,S010,2025-11-09,2025-11-19,10,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000550,P0000550,D0034,S001,2025-11-13,2025-11-25,12,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000551,P0000551,D0039,S007,2025-11-13,2025-11-19,6,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000552,P0000552,D0006,S005,2025-11-14,2025-11-16,2,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000553,P0000553,D0050,S002,2025-11-14,2025-11-27,13,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000554,P0000554,D0016,S009,2025-11-16,2025-11-20,4,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000555,P0000555,D0047,S002,2025-11-23,2025-12-01,8,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000556,P0000556,D0022,S006,2025-11-24,2025-12-11,17,50,43,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000557,P0000557,D0014,S007,2025-11-27,2025-11-29,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000558,P0000558,D0024,S008,2025-12-01,2025-12-05,4,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000559,P0000559,D0032,S004,2025-12-01,2025-12-09,8,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000560,P0000560,D0009,S005,2025-12-04,2025-12-06,2,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000561,P0000561,D0042,S007,2025-12-04,2025-12-06,2,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000562,P0000562,D0041,S005,2025-12-07,2025-12-15,8,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000563,P0000563,D0005,S009,2025-12-09,2025-12-16,7,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000564,P0000564,D0003,S002,2025-12-10,2025-12-24,14,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000565,P0000565,D0011,S003,2025-12-10,2025-12-18,8,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000566,P0000566,D0046,S001,2025-12-13,2025-12-25,12,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000567,P0000567,D0010,S006,2025-12-16,2025-12-22,6,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000568,P0000568,D0035,S003,2025-12-16,2025-12-23,7,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000569,P0000569,D0043,S007,2025-12-18,2025-12-22,4,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
